list,seen,title,alt,year,imdb,source
Movies to Watch Before You Die,FALSE,Belle de Jour,,1967,tt0061395,https://v2.vidsrc.me/embed/tt0061395
Movies to Watch Before You Die,FALSE,Cool Hand Luke,,1967,tt0061512,https://v2.vidsrc.me/embed/tt0061512
Movies to Watch Before You Die,FALSE,Playtime,,1967,tt0062136,https://v2.vidsrc.me/embed/tt0062136
Movies to Watch Before You Die,FALSE,The Graduate,,1967,tt0061722,https://v2.vidsrc.me/embed/tt0061722
Movies to Watch Before You Die,FALSE,Point Blank,,1967,tt0062138,https://v2.vidsrc.me/embed/tt0062138
Movies to Watch Before You Die,FALSE,In the Heat of the Night,,1967,tt0061811,https://v2.vidsrc.me/embed/tt0061811
Movies to Watch Before You Die,FALSE,Marketa Lazarová,,1967,tt0063278,https://v2.vidsrc.me/embed/tt0063278
Movies to Watch Before You Die,FALSE,The Jungle Book,,1967,tt0061852,https://v2.vidsrc.me/embed/tt0061852
Movies to Watch Before You Die,FALSE,Wavelength,,1967,tt0127354,https://www.youtube.com/embed/963PSjAHo48
Movies to Watch Before You Die,FALSE,Entranced Earth,,1967,tt0062352,https://www.youtube.com/embed/bX4BLrGwWGQ
Movies to Watch Before You Die,FALSE,The Young Girls of Rochefort,Les Demoiselles de Rochefort,1967,tt0062873,https://v2.vidsrc.me/embed/tt0062873
Movies to Watch Before You Die,FALSE,Bonnie and Clyde,,1967,tt0061418,https://v2.vidsrc.me/embed/tt0061418
Movies to Watch Before You Die,FALSE,Viy,,1967,tt0062453,https://v2.vidsrc.me/embed/tt0062453
Movies to Watch Before You Die,FALSE,Hombre,,1967,tt0061770,https://v2.vidsrc.me/embed/tt0061770
Movies to Watch Before You Die,FALSE,David Holzman's Diary,,1967,tt0062864,https://v2.vidsrc.me/embed/tt0062864
Movies to Watch Before You Die,FALSE,2 or 3 Things I Know About Her,,1967,tt0060304,https://v2.vidsrc.me/embed/tt0060304
Movies to Watch Before You Die,FALSE,The Firemen's Ball,,1967,tt0061781,https://v2.vidsrc.me/embed/tt0061781
Movies to Watch Before You Die,FALSE,The Samurai,,1967,tt0062229,https://v2.vidsrc.me/embed/tt0062229
Movies to Watch Before You Die,FALSE,Weekend,,1967,tt0062480,https://archive.org/embed/weekend-1967
Movies to Watch Before You Die,FALSE,High School,,1968,tt0064429,https://v2.vidsrc.me/embed/tt0064429
Movies to Watch Before You Die,FALSE,Lucia,,1968,tt0064609,https://v2.vidsrc.me/embed/tt0064609
Movies to Watch Before You Die,FALSE,Targets,,1968,tt0063671,https://v2.vidsrc.me/embed/tt0063671
Movies to Watch Before You Die,TRUE,Night of the Living Dead,,1968,tt0063350,https://v2.vidsrc.me/embed/tt0063350
Movies to Watch Before You Die,TRUE,2001: A Space Odyssey,,1968,tt0062622,https://v2.vidsrc.me/embed/tt0062622
Movies to Watch Before You Die,FALSE,Rosemary's Baby,,1968,tt0063522,https://v2.vidsrc.me/embed/tt0063522
Movies to Watch Before You Die,FALSE,Faces,,1968,tt0062952,https://v2.vidsrc.me/embed/tt0062952
Movies to Watch Before You Die,FALSE,In the Year of the Pig,,1968,tt0064482,https://www.youtube.com/embed/0pibqRPi8Bo
Movies to Watch Before You Die,TRUE,Planet of the Apes,,1968,tt0063442,https://v2.vidsrc.me/embed/tt0063442
Movies to Watch Before You Die,FALSE,Hour of the Wolf,Vargtimmen,1968,tt0063759,https://v2.vidsrc.me/embed/tt0063759
Movies to Watch Before You Die,FALSE,Shame,Skammen,1968,tt0063611,https://v2.vidsrc.me/embed/tt0063611
Movies to Watch Before You Die,FALSE,Memories of Underdevelopment,Memorias del Subdesarrollo,1968,tt0063291,https://v2.vidsrc.me/embed/tt0063291
Movies to Watch Before You Die,FALSE,Once Upon a Time in the West,C'era una Volta il West,1968,tt0064116,https://v2.vidsrc.me/embed/tt0064116
Movies to Watch Before You Die,FALSE,If....,,1968,tt0063850,https://v2.vidsrc.me/embed/tt0063850
Movies to Watch Before You Die,FALSE,The Wild Bunch,,1969,tt0065214,https://v2.vidsrc.me/embed/tt0065214
Movies to Watch Before You Die,FALSE,Fellini Satyricon,,1969,tt0064940,https://v2.vidsrc.me/embed/tt0064940
Movies to Watch Before You Die,FALSE,Midnight Cowboy,,1969,tt0064665,https://v2.vidsrc.me/embed/tt0064665
Movies to Watch Before You Die,FALSE,Butch Cassidy and the Sundance Kid,,1969,tt0064115,https://v2.vidsrc.me/embed/tt0064115
Movies to Watch Before You Die,FALSE,The Cow,Gaav,1969,tt0064356,https://v2.vidsrc.me/embed/tt0064356
Movies to Watch Before You Die,FALSE,My Night at Maud's,Ma Nuit Chez Maud,1969,tt0064612,https://v2.vidsrc.me/embed/tt0064612
Movies to Watch Before You Die,FALSE,Easy Rider,,1969,tt0064276,https://v2.vidsrc.me/embed/tt0064276
Movies to Watch Before You Die,FALSE,Kes,,1969,tt0064541,https://v2.vidsrc.me/embed/tt0064541
Movies to Watch Before You Die,FALSE,The Color of Pomegranates,,1969,tt0063555,https://v2.vidsrc.me/embed/tt0063555
Movies to Watch Before You Die,FALSE,Z,,1969,tt0065234,https://v2.vidsrc.me/embed/tt0065234
Movies to Watch Before You Die,FALSE,The Sorrow and the Pity,,1969,tt0066904,https://v2.vidsrc.me/embed/tt0066904
Movies to Watch Before You Die,FALSE,The Spider's Stratagem,La Strategia del Ragno,1970,tt0066413,https://v2.vidsrc.me/embed/tt0066413
Movies to Watch Before You Die,FALSE,The Butcher,Le Boucher,1970,tt0064106,https://v2.vidsrc.me/embed/tt0064106
Movies to Watch Before You Die,FALSE,The Ear,Ucho,1970,tt0066498,https://v2.vidsrc.me/embed/tt0066498
Movies to Watch Before You Die,FALSE,Five Easy Pieces,,1970,tt0065724,https://v2.vidsrc.me/embed/tt0065724
Movies to Watch Before You Die,FALSE,Deep End,,1970,tt0066122,https://v2.vidsrc.me/embed/tt0066122
Movies to Watch Before You Die,FALSE,Little Big Man,,1970,tt0065988,https://v2.vidsrc.me/embed/tt0065988
Movies to Watch Before You Die,FALSE,Patton,,1970,tt0066206,https://v2.vidsrc.me/embed/tt0066206
Movies to Watch Before You Die,FALSE,The Conformist,Il Conformista,1970,tt0065571,https://v2.vidsrc.me/embed/tt0065571
Movies to Watch Before You Die,FALSE,M*A*S*H,,1970,tt0066026,https://v2.vidsrc.me/embed/tt0066026
Movies to Watch Before You Die,FALSE,Zabriskie Point,,1970,tt0066601,https://v2.vidsrc.me/embed/tt0066601
Movies to Watch Before You Die,FALSE,Performance,,1970,tt0066214,https://v2.vidsrc.me/embed/tt0066214
Movies to Watch Before You Die,FALSE,Woodstock,,1970,tt0066580,https://v2.vidsrc.me/embed/tt0066580
Movies to Watch Before You Die,FALSE,Gimme Shelter,,1970,tt0065780,https://v2.vidsrc.me/embed/tt0065780
Movies to Watch Before You Die,FALSE,Wanda,,1970,tt0067961,https://v2.vidsrc.me/embed/tt0067961
Movies to Watch Before You Die,FALSE,Tristana,,1970,tt0066491,https://v2.vidsrc.me/embed/tt0066491
Movies to Watch Before You Die,FALSE,El Topo,,1970,tt0067866,https://v2.vidsrc.me/embed/tt0067866
Movies to Watch Before You Die,FALSE,The Garden of the Finzi-Continis,Il Giardino dei Finzi-Contini,1970,tt0065777,https://v2.vidsrc.me/embed/tt0065777
Movies to Watch Before You Die,FALSE,The Bird with the Crystal Plumage,L'uccello Dalle Piume de Cristallo,1970,tt0065143,https://v2.vidsrc.me/embed/tt0065143
Movies to Watch Before You Die,TRUE,Willy Wonka & the Chocolate Factory,,1971,tt0067992,https://v2.vidsrc.me/embed/tt0067992
Movies to Watch Before You Die,FALSE,The Devils,,1971,tt0066993,https://v2.vidsrc.me/embed/tt0066993
Movies to Watch Before You Die,FALSE,The Hired Hand,,1971,tt0067204,https://v2.vidsrc.me/embed/tt0067204
Movies to Watch Before You Die,FALSE,Walkabout,,1971,tt0067959,https://v2.vidsrc.me/embed/tt0067959
Movies to Watch Before You Die,FALSE,Klute,,1971,tt0067309,https://v2.vidsrc.me/embed/tt0067309
Movies to Watch Before You Die,FALSE,Harold and Maude,,1971,tt0067185,https://v2.vidsrc.me/embed/tt0067185
Movies to Watch Before You Die,FALSE,The French Connection,,1971,tt0067116,https://v2.vidsrc.me/embed/tt0067116
Movies to Watch Before You Die,FALSE,Get Carter,,1971,tt0067128,https://v2.vidsrc.me/embed/tt0067128
Movies to Watch Before You Die,FALSE,Shaft,,1971,tt0067741,https://v2.vidsrc.me/embed/tt0067741
Movies to Watch Before You Die,FALSE,A Touch of Zen,Hsia Nu,1971,tt0064451,https://v2.vidsrc.me/embed/tt0064451
Movies to Watch Before You Die,FALSE,Sweet Sweetback's Baadasssss Song,,1971,tt0067810,https://v2.vidsrc.me/embed/tt0067810
Movies to Watch Before You Die,FALSE,The Last Picture Show,,1971,tt0067328,https://v2.vidsrc.me/embed/tt0067328
Movies to Watch Before You Die,FALSE,Straw Dogs,,1971,tt0067800,https://v2.vidsrc.me/embed/tt0067800
Movies to Watch Before You Die,FALSE,Two-Lane Blacktop,,1971,tt0067893,https://v2.vidsrc.me/embed/tt0067893
Movies to Watch Before You Die,FALSE,Wake in Fright,,1971,tt0067541,https://v2.vidsrc.me/embed/tt0067541
Movies to Watch Before You Die,FALSE,Dirty Harry,,1971,tt0066999,https://v2.vidsrc.me/embed/tt0066999
Movies to Watch Before You Die,FALSE,McCabe & Mrs. Miller,,1971,tt0067411,https://v2.vidsrc.me/embed/tt0067411
Movies to Watch Before You Die,FALSE,WR: Mysteries of the Organism,,1971,tt0067958,https://v2.vidsrc.me/embed/tt0067958
Movies to Watch Before You Die,FALSE,Murmur of the Heart,Le Souffle au Coeur,1971,tt0067778,https://v2.vidsrc.me/embed/tt0067778
Movies to Watch Before You Die,TRUE,A Clockwork Orange,,1971,tt0066921,https://v2.vidsrc.me/embed/tt0066921
Movies to Watch Before You Die,FALSE,Pink Flamingos,,1972,tt0069089,https://v2.vidsrc.me/embed/tt0069089
Movies to Watch Before You Die,FALSE,The Bitter Tears of Petra von Kant,,1972,tt0068278,https://v2.vidsrc.me/embed/tt0068278
Movies to Watch Before You Die,FALSE,Deliverance,,1972,tt0068473,https://v2.vidsrc.me/embed/tt0068473
Movies to Watch Before You Die,TRUE,Cabaret,,1972,tt0068327,https://v2.vidsrc.me/embed/tt0068327
Movies to Watch Before You Die,FALSE,The Godfather,,1972,tt0068646,https://v2.vidsrc.me/embed/tt0068646
Movies to Watch Before You Die,FALSE,The Discreet Charm of the Bourgeoisie,Le Charme Discret de la Bourgeoisie,1972,tt0068361,https://v2.vidsrc.me/embed/tt0068361
Movies to Watch Before You Die,FALSE,Red Psalm,Még Kér a Nép,1972,tt0067467,https://v2.vidsrc.me/embed/tt0067467
Movies to Watch Before You Die,FALSE,Solaris,Solyaris,1972,tt0069293,https://v2.vidsrc.me/embed/tt0069293
Movies to Watch Before You Die,FALSE,Last Tango in Paris,Ultimo Tango a Parigi,1972,tt0070849,https://v2.vidsrc.me/embed/tt0070849
Movies to Watch Before You Die,FALSE,Fat City,,1972,tt0068575,https://v2.vidsrc.me/embed/tt0068575
Movies to Watch Before You Die,FALSE,The Heartbreak Kid,,1972,tt0068687,https://v2.vidsrc.me/embed/tt0068687
Movies to Watch Before You Die,FALSE,Frenzy,,1972,tt0068611,https://v2.vidsrc.me/embed/tt0068611
Movies to Watch Before You Die,FALSE,Sleuth,,1972,tt0069281,https://v2.vidsrc.me/embed/tt0069281
Movies to Watch Before You Die,FALSE,The Harder They Come,,1972,tt0070155,https://v2.vidsrc.me/embed/tt0070155
Movies to Watch Before You Die,FALSE,Cries & Whispers,,1972,tt0069467,https://v2.vidsrc.me/embed/tt0069467
Movies to Watch Before You Die,FALSE,Super Fly,,1972,tt0069332,https://v2.vidsrc.me/embed/tt0069332
Movies to Watch Before You Die,FALSE,"Aguirre, the Wrath of God","Aguirre, der Zorn Gottes",1972,tt0068182,https://v2.vidsrc.me/embed/tt0068182
Movies to Watch Before You Die,FALSE,American Graffiti,,1973,tt0069704,https://v2.vidsrc.me/embed/tt0069704
Movies to Watch Before You Die,FALSE,Papillon,,1973,tt0070511,https://v2.vidsrc.me/embed/tt0070511
Movies to Watch Before You Die,FALSE,The Long Goodbye,,1973,tt0070334,https://v2.vidsrc.me/embed/tt0070334
Movies to Watch Before You Die,FALSE,The Wicker Man,,1973,tt0070917,https://v2.vidsrc.me/embed/tt0070917
Movies to Watch Before You Die,TRUE,Enter the Dragon,,1973,tt0070034,https://v2.vidsrc.me/embed/tt0070034
Movies to Watch Before You Die,FALSE,Serpico,,1973,tt0070666,https://v2.vidsrc.me/embed/tt0070666
Movies to Watch Before You Die,FALSE,Don't Look Now,,1973,tt0069995,https://v2.vidsrc.me/embed/tt0069995
Movies to Watch Before You Die,FALSE,The Spirit of the Beehive,El Espíritu de la Colmena,1973,tt0070040,https://v2.vidsrc.me/embed/tt0070040
Movies to Watch Before You Die,FALSE,F for Fake,Vérités et Mensonges,1973,tt0072962,https://v2.vidsrc.me/embed/tt0072962
Movies to Watch Before You Die,FALSE,Mean Streets,,1973,tt0070379,https://v2.vidsrc.me/embed/tt0070379
Movies to Watch Before You Die,FALSE,Sleeper,,1973,tt0070707,https://v2.vidsrc.me/embed/tt0070707
Movies to Watch Before You Die,FALSE,The Exorcist,,1973,tt0070047,https://v2.vidsrc.me/embed/tt0070047
Movies to Watch Before You Die,FALSE,Amarcord,,1973,tt0071129,https://v2.vidsrc.me/embed/tt0071129
Movies to Watch Before You Die,FALSE,Pat Garrett & Billy the Kid,,1973,tt0070518,https://v2.vidsrc.me/embed/tt0070518
Movies to Watch Before You Die,FALSE,The Sting,,1973,tt0070735,https://v2.vidsrc.me/embed/tt0070735
Movies to Watch Before You Die,FALSE,The Mother and the Whore,La Maman et la Putain,1973,tt0070359,https://v2.vidsrc.me/embed/tt0070359
Movies to Watch Before You Die,FALSE,Day for Night,La Nuit Américaine,1973,tt0070460,https://v2.vidsrc.me/embed/tt0070460
Movies to Watch Before You Die,FALSE,Fantastic Planet,La Planéte Sauvage,1973,tt0070544,https://v2.vidsrc.me/embed/tt0070544
Movies to Watch Before You Die,FALSE,Turkish Delight,Turks Fruit,1973,tt0070842,https://v2.vidsrc.me/embed/tt0070842
Movies to Watch Before You Die,FALSE,High Plains Drifter,,1973,tt0068699,https://v2.vidsrc.me/embed/tt0068699
Movies to Watch Before You Die,TRUE,Badlands,,1973,tt0069762,https://v2.vidsrc.me/embed/tt0069762
Movies to Watch Before You Die,TRUE,The Texas Chain Saw Massacre,,1974,tt0072271,https://v2.vidsrc.me/embed/tt0072271
Movies to Watch Before You Die,FALSE,The Conversation,,1974,tt0071360,https://v2.vidsrc.me/embed/tt0071360
Movies to Watch Before You Die,FALSE,Bring Me the Head of Alfredo Garcia,,1974,tt0071249,https://v2.vidsrc.me/embed/tt0071249
Movies to Watch Before You Die,FALSE,Ali: Fear Eats the Soul,Angst Essen Seele Auf,1974,tt0071141,https://v2.vidsrc.me/embed/tt0071141
Movies to Watch Before You Die,FALSE,The Towering Inferno,,1974,tt0072308,https://v2.vidsrc.me/embed/tt0072308
Movies to Watch Before You Die,FALSE,Celine and Julie Go Boating,Céline et Julie Vont en Bateau,1974,tt0071381,https://v2.vidsrc.me/embed/tt0071381
Movies to Watch Before You Die,FALSE,Chinatown,,1974,tt0071315,https://v2.vidsrc.me/embed/tt0071315
Movies to Watch Before You Die,FALSE,A Woman Under the Influence,,1974,tt0072417,https://v2.vidsrc.me/embed/tt0072417
Movies to Watch Before You Die,FALSE,The Godfather Part II,,1974,tt0071562,https://v2.vidsrc.me/embed/tt0071562
Movies to Watch Before You Die,FALSE,Young Frankenstein,,1974,tt0072431,https://v2.vidsrc.me/embed/tt0072431
Movies to Watch Before You Die,FALSE,Blazing Saddles,,1974,tt0071230,https://v2.vidsrc.me/embed/tt0071230
Movies to Watch Before You Die,FALSE,Picnic at Hanging Rock,,1975,tt0073540,https://v2.vidsrc.me/embed/tt0073540
Movies to Watch Before You Die,FALSE,Mirror,,1975,tt0072443,https://v2.vidsrc.me/embed/tt0072443
Movies to Watch Before You Die,FALSE,Fox and His Friends,,1975,tt0072976,https://v2.vidsrc.me/embed/tt0072976
Movies to Watch Before You Die,FALSE,Dersu Uzala,,1975,tt0071411,https://v2.vidsrc.me/embed/tt0071411
Movies to Watch Before You Die,FALSE,Barry Lyndon,,1975,tt0072684,https://v2.vidsrc.me/embed/tt0072684
Movies to Watch Before You Die,FALSE,The Rocky Horror Picture Show,,1975,tt0073629,https://v2.vidsrc.me/embed/tt0073629
Movies to Watch Before You Die,FALSE,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",,1975,tt0073198,https://v2.vidsrc.me/embed/tt0073198
Movies to Watch Before You Die,FALSE,Monty Python and the Holy Grail,,1975,tt0071853,https://v2.vidsrc.me/embed/tt0071853
Movies to Watch Before You Die,TRUE,Dog Day Afternoon,,1975,tt0072890,https://v2.vidsrc.me/embed/tt0072890
Movies to Watch Before You Die,TRUE,One Flew Over the Cuckoo's Nest,,1975,tt0073486,https://v2.vidsrc.me/embed/tt0073486
Movies to Watch Before You Die,FALSE,Nashville,,1975,tt0073440,https://v2.vidsrc.me/embed/tt0073440
Movies to Watch Before You Die,FALSE,India Song,,1975,tt0073166,https://v2.vidsrc.me/embed/tt0073166
Movies to Watch Before You Die,FALSE,The Travelling Players,O Thiassos,1975,tt0073800,https://v2.vidsrc.me/embed/tt0073800
Movies to Watch Before You Die,TRUE,Jaws,,1975,tt0073195,https://v2.vidsrc.me/embed/tt0073195
Movies to Watch Before You Die,FALSE,Manila in the Claws of Light,,1975,tt0073363,https://v2.vidsrc.me/embed/tt0073363
Movies to Watch Before You Die,FALSE,"Salò, or the 120 Days of Sodom",,1975,tt0073650,
Movies to Watch Before You Die,FALSE,The Man Who Fell to Earth,,1976,tt0074851,https://v2.vidsrc.me/embed/tt0074851
Movies to Watch Before You Die,FALSE,1900,Novecento,1976,tt0074084,https://v2.vidsrc.me/embed/tt0074084
Movies to Watch Before You Die,FALSE,Rocky,,1976,tt0075148,https://v2.vidsrc.me/embed/tt0075148
Movies to Watch Before You Die,FALSE,Taxi Driver,,1976,tt0075314,https://v2.vidsrc.me/embed/tt0075314
Movies to Watch Before You Die,FALSE,Cría Cuervos,Cría Cuervos,1976,tt0074360,https://v2.vidsrc.me/embed/tt0074360
Movies to Watch Before You Die,FALSE,Carrie,,1976,tt0074285,https://v2.vidsrc.me/embed/tt0074285
Movies to Watch Before You Die,FALSE,Network,,1976,tt0074958,https://v2.vidsrc.me/embed/tt0074958
Movies to Watch Before You Die,FALSE,The Killing of a Chinese Bookie,,1976,tt0074749,https://v2.vidsrc.me/embed/tt0074749
Movies to Watch Before You Die,FALSE,The Outlaw Josey Wales,,1976,tt0075029,https://v2.vidsrc.me/embed/tt0075029
Movies to Watch Before You Die,FALSE,All the President's Men,,1976,tt0074119,https://v2.vidsrc.me/embed/tt0074119
Movies to Watch Before You Die,FALSE,In the Realm of the Senses,Ai no Corrida,1976,tt0074102,https://v2.vidsrc.me/embed/tt0074102
Movies to Watch Before You Die,FALSE,The Last Wave,,1977,tt0076299,https://v2.vidsrc.me/embed/tt0076299
Movies to Watch Before You Die,FALSE,Close Encounters of the Third Kind,,1977,tt0075860,https://v2.vidsrc.me/embed/tt0075860
Movies to Watch Before You Die,FALSE,The Ascent,,1977,tt0075404,https://v2.vidsrc.me/embed/tt0075404
Movies to Watch Before You Die,FALSE,Man of Marble,Czlowiek z Marmuru,1977,tt0075902,https://v2.vidsrc.me/embed/tt0075902
Movies to Watch Before You Die,TRUE,Eraserhead,,1977,tt0074486,https://v2.vidsrc.me/embed/tt0074486
Movies to Watch Before You Die,FALSE,The Hills Have Eyes,,1977,tt0077681,https://v2.vidsrc.me/embed/tt0077681
Movies to Watch Before You Die,FALSE,Soldier of Orange,Soldaat van Oranje,1977,tt0076734,https://v2.vidsrc.me/embed/tt0076734
Movies to Watch Before You Die,FALSE,The American Friend,Der Amerikanische Freund,1977,tt0075675,https://v2.vidsrc.me/embed/tt0075675
Movies to Watch Before You Die,FALSE,Last Chants for a Slow Dance,,1977,tt0076293,https://www.youtube.com/embed/dqnj24lcM7A
Movies to Watch Before You Die,FALSE,Ceddo,Ceddo,1977,tt0077309,https://www.youtube.com/embed/9ipcync79CI
Movies to Watch Before You Die,FALSE,Saturday Night Fever,,1977,tt0076666,https://v2.vidsrc.me/embed/tt0076666
Movies to Watch Before You Die,FALSE,Sleeping Dogs,,1977,tt0076725,https://v2.vidsrc.me/embed/tt0076725
Movies to Watch Before You Die,FALSE,Suspiria,,1977,tt0076786,https://v2.vidsrc.me/embed/tt0076786
Movies to Watch Before You Die,FALSE,Annie Hall,,1977,tt0075686,https://v2.vidsrc.me/embed/tt0075686
Movies to Watch Before You Die,FALSE,Stroszek,,1977,tt0075276,https://v2.vidsrc.me/embed/tt0075276
Movies to Watch Before You Die,TRUE,Star Wars: Episode IV - A New Hope,,1977,tt0076759,https://v2.vidsrc.me/embed/tt0076759
Movies to Watch Before You Die,FALSE,Killer of Sheep,,1978,tt0076263,https://v2.vidsrc.me/embed/tt0076263
Movies to Watch Before You Die,FALSE,Days of Heaven,,1978,tt0077405,https://v2.vidsrc.me/embed/tt0077405
Movies to Watch Before You Die,FALSE,Halloween,,1978,tt0077651,https://v2.vidsrc.me/embed/tt0077651
Movies to Watch Before You Die,FALSE,The Chant of Jimmie Blacksmith,,1978,tt0077318,https://v2.vidsrc.me/embed/tt0077318
Movies to Watch Before You Die,FALSE,The Deer Hunter,,1978,tt0077416,https://v2.vidsrc.me/embed/tt0077416
Movies to Watch Before You Die,FALSE,Dawn of the Dead,,1978,tt0077402,https://v2.vidsrc.me/embed/tt0077402
Movies to Watch Before You Die,FALSE,Up in Smoke,,1978,tt0078446,https://v2.vidsrc.me/embed/tt0078446
Movies to Watch Before You Die,TRUE,Grease,,1978,tt0077631,https://v2.vidsrc.me/embed/tt0077631
Movies to Watch Before You Die,FALSE,The 36th Chamber of Shaolin,,1978,tt0078243,https://v2.vidsrc.me/embed/tt0078243
Movies to Watch Before You Die,FALSE,Five Deadly Venoms,Wu Du,1978,tt0077559,https://v2.vidsrc.me/embed/tt0077559
Movies to Watch Before You Die,FALSE,The Tree of Wooden Clogs,L'albero Degli Zoccoli,1978,tt0077138,https://v2.vidsrc.me/embed/tt0077138
Movies to Watch Before You Die,FALSE,Real Life,,1979,tt0079781,https://v2.vidsrc.me/embed/tt0079781
Movies to Watch Before You Die,TRUE,Alien,,1979,tt0078748,https://v2.vidsrc.me/embed/tt0078748
Movies to Watch Before You Die,FALSE,Breaking Away,,1979,tt0078902,https://v2.vidsrc.me/embed/tt0078902
Movies to Watch Before You Die,TRUE,Nosferatu the Vampyre,,1979,tt0079641,https://v2.vidsrc.me/embed/tt0079641
Movies to Watch Before You Die,FALSE,The Tin Drum,Die Blechtrommel,1979,tt0078875,https://v2.vidsrc.me/embed/tt0078875
Movies to Watch Before You Die,FALSE,Christ Stopped at Eboli,Cristo si è Fermato a Eboli,1979,tt0079010,https://v2.vidsrc.me/embed/tt0079010
Movies to Watch Before You Die,FALSE,My Brilliant Career,,1979,tt0079596,https://v2.vidsrc.me/embed/tt0079596
Movies to Watch Before You Die,FALSE,Stalker,,1979,tt0079944,https://v2.vidsrc.me/embed/tt0079944
Movies to Watch Before You Die,FALSE,The Muppet Movie,,1979,tt0079588,https://v2.vidsrc.me/embed/tt0079588
Movies to Watch Before You Die,FALSE,Life of Brian,,1979,tt0079470,https://v2.vidsrc.me/embed/tt0079470
Movies to Watch Before You Die,FALSE,All That Jazz,,1979,tt0078754,https://v2.vidsrc.me/embed/tt0078754
Movies to Watch Before You Die,FALSE,Apocalypse Now,,1979,tt0078788,https://v2.vidsrc.me/embed/tt0078788
Movies to Watch Before You Die,FALSE,Manhattan,,1979,tt0079522,https://v2.vidsrc.me/embed/tt0079522
Movies to Watch Before You Die,FALSE,Being There,,1979,tt0078841,https://v2.vidsrc.me/embed/tt0078841
Movies to Watch Before You Die,FALSE,Kramer vs. Kramer,,1979,tt0079417,https://v2.vidsrc.me/embed/tt0079417
Movies to Watch Before You Die,FALSE,The Jerk,,1979,tt0079367,https://v2.vidsrc.me/embed/tt0079367
Movies to Watch Before You Die,FALSE,Mad Max,,1979,tt0079501,https://v2.vidsrc.me/embed/tt0079501
Movies to Watch Before You Die,FALSE,The Marriage of Maria Braun,Die Ehe der Maria Braun,1979,tt0079095,https://v2.vidsrc.me/embed/tt0079095
Movies to Watch Before You Die,TRUE,Star Wars: Episode V - The Empire Strikes Back,,1980,tt0080684,https://v2.vidsrc.me/embed/tt0080684
Movies to Watch Before You Die,FALSE,Atlantic City,,1980,tt0080388,https://v2.vidsrc.me/embed/tt0080388
Movies to Watch Before You Die,TRUE,The Shining,,1980,tt0081505,https://v2.vidsrc.me/embed/tt0081505
Movies to Watch Before You Die,FALSE,The Elephant Man,,1980,tt0080678,https://v2.vidsrc.me/embed/tt0080678
Movies to Watch Before You Die,FALSE,The Big Red One,,1980,tt0080437,https://v2.vidsrc.me/embed/tt0080437
Movies to Watch Before You Die,FALSE,Loulou,,1980,tt0081076,https://v2.vidsrc.me/embed/tt0081076
Movies to Watch Before You Die,FALSE,Raging Bull,,1980,tt0081398,https://v2.vidsrc.me/embed/tt0081398
Movies to Watch Before You Die,FALSE,Airplane!,,1980,tt0080339,https://v2.vidsrc.me/embed/tt0080339
Movies to Watch Before You Die,FALSE,The Last Metro,Le Dernier Métro,1980,tt0080610,https://v2.vidsrc.me/embed/tt0080610
Movies to Watch Before You Die,FALSE,Ordinary People,,1980,tt0081283,https://v2.vidsrc.me/embed/tt0081283
Movies to Watch Before You Die,FALSE,Gallipoli,,1981,tt0082432,https://v2.vidsrc.me/embed/tt0082432
Movies to Watch Before You Die,TRUE,Raiders of the Lost Ark,,1981,tt0082971,https://v2.vidsrc.me/embed/tt0082971
Movies to Watch Before You Die,FALSE,Diva,,1981,tt0082269,https://v2.vidsrc.me/embed/tt0082269
Movies to Watch Before You Die,FALSE,Too Early/Too Late,,1981,tt0083230,//ok.ru/videoembed/2604852251302
Movies to Watch Before You Die,FALSE,Man of Iron,Czlowiek z Zelaza,1981,tt0082222,https://v2.vidsrc.me/embed/tt0082222
Movies to Watch Before You Die,TRUE,An American Werewolf in London,,1981,tt0082010,https://v2.vidsrc.me/embed/tt0082010
Movies to Watch Before You Die,FALSE,The Evil Dead,,1981,tt0083907,https://v2.vidsrc.me/embed/tt0083907
Movies to Watch Before You Die,FALSE,Reds,,1981,tt0082979,https://v2.vidsrc.me/embed/tt0082979
Movies to Watch Before You Die,FALSE,Three Brothers,Tre Fratelli,1981,tt0083226,//ok.ru/videoembed/2980139698798
Movies to Watch Before You Die,FALSE,The Boat,Das Boot,1981,tt0082096,https://v2.vidsrc.me/embed/tt0082096
Movies to Watch Before You Die,FALSE,Body Heat,,1981,tt0082089,https://v2.vidsrc.me/embed/tt0082089
Movies to Watch Before You Die,FALSE,Chariots of Fire,,1981,tt0082158,https://v2.vidsrc.me/embed/tt0082158
Movies to Watch Before You Die,FALSE,A Question of Silence,,1982,tt0086369,
Movies to Watch Before You Die,FALSE,Diner,,1982,tt0083833,https://v2.vidsrc.me/embed/tt0083833
Movies to Watch Before You Die,TRUE,Blade Runner,,1982,tt0083658,https://v2.vidsrc.me/embed/tt0083658
Movies to Watch Before You Die,FALSE,Poltergeist,,1982,tt0084516,https://v2.vidsrc.me/embed/tt0084516
Movies to Watch Before You Die,FALSE,The King of Comedy,,1982,tt0085794,https://v2.vidsrc.me/embed/tt0085794
Movies to Watch Before You Die,FALSE,The Draughtsman's Contract,,1982,tt0083851,https://v2.vidsrc.me/embed/tt0083851
